City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
462,Longyearbyen,SJ,78.2186,15.6401,-2.2,55,20,19.57,few clouds
463,Tucuman,AR,-26.8241,-65.2226,91.4,58,40,13.8,scattered clouds
464,Comodoro Rivadavia,AR,-45.8667,-67.5,64.4,45,20,6.91,few clouds
465,Doune,GB,56.1899,-4.0529,36.0,80,67,7.0,broken clouds
466,Haimen,CN,23.1935,116.6142,53.6,87,0,2.24,clear sky
467,Vila Franca Do Campo,PT,37.7167,-25.4333,64.0,94,40,19.57,scattered clouds
468,Eyl,SO,7.9803,49.8164,73.53,76,29,15.52,scattered clouds
469,Saldanha,ZA,-33.0117,17.9442,65.89,86,0,12.01,clear sky
470,Nouadhibou,MR,20.931,-17.0347,87.8,19,69,12.66,broken clouds
471,Pimentel,PE,-6.8367,-79.9342,82.4,54,0,13.8,clear sky
472,Avera,US,33.194,-82.5271,50.0,40,1,8.05,clear sky
473,Gulu,UG,2.7746,32.299,81.14,31,85,3.27,overcast clouds
474,Tongliao,CN,43.6125,122.2653,-0.85,93,99,7.18,snow
475,Awbari,LY,26.5921,12.7805,58.19,36,0,3.47,clear sky
476,Usinsk,RU,65.9939,57.5281,-1.25,92,100,11.59,light snow
477,Leshukonskoye,RU,64.8989,45.7622,18.9,97,100,7.54,overcast clouds
478,Sorland,NO,67.667,12.6934,30.85,92,14,8.03,few clouds
479,Lukulu,ZM,-14.3707,23.242,72.07,81,77,3.31,moderate rain
480,Okha,RU,53.5739,142.9478,-8.52,89,84,14.12,broken clouds
481,Havelock,US,34.8791,-76.9013,44.01,44,1,8.05,clear sky
482,Belyy Yar,RU,53.6039,91.3903,-16.6,69,0,6.71,clear sky
483,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,23.0,74,90,20.13,snow
484,Bathsheba,BB,13.2167,-59.5167,84.2,61,40,14.97,scattered clouds
485,Hofn,IS,64.2539,-15.2082,22.64,88,95,23.0,overcast clouds
486,Joshimath,IN,30.5667,79.5667,39.06,40,0,4.5,clear sky
487,Lufilufi,WS,-13.8745,-171.5986,80.6,89,90,10.36,light intensity drizzle
488,Bedele,ET,8.456,36.353,64.06,42,93,3.65,overcast clouds
489,Tomigusuku,JP,26.185,127.675,59.0,63,40,6.91,scattered clouds
490,Cairns,AU,-16.9167,145.7667,73.4,88,100,1.14,overcast clouds
491,Port-Gentil,GA,-0.7193,8.7815,84.2,74,20,9.22,moderate rain
492,Kapit,MY,2.0167,112.9333,74.21,94,100,0.63,heavy intensity rain
493,Talnakh,RU,69.4865,88.3972,-31.05,71,0,5.86,clear sky
494,Storforshei,NO,66.4043,14.5233,9.0,76,68,3.0,broken clouds
495,Bagdarin,RU,54.4333,113.6,-30.35,78,3,2.51,clear sky
496,Cayenne,GF,4.9333,-52.3333,80.6,94,75,8.05,broken clouds
497,Jasper,US,37.2001,-94.3502,48.2,93,90,11.5,moderate rain
498,Maputo,MZ,-25.9653,32.5892,82.99,78,40,13.8,scattered clouds
499,Price,US,39.5994,-110.8107,24.8,100,20,4.61,few clouds
500,Tiznit,MA,29.5833,-9.5,59.63,70,0,7.29,clear sky
501,Aripuana,BR,-9.1667,-60.6333,84.29,75,86,4.32,overcast clouds
502,Seddon,AU,-37.8068,144.8916,63.0,63,90,10.36,overcast clouds
503,Haines Junction,CA,60.7522,-137.5108,-11.2,77,100,1.14,overcast clouds
504,Niort,FR,46.3333,-0.3333,50.0,90,100,11.01,light rain
505,Russell,US,32.3502,-85.1999,55.4,44,1,10.36,clear sky
506,Zalantun,CN,48.0,122.7167,-14.26,85,79,1.1,broken clouds
507,Road Town,VG,18.4167,-64.6167,78.8,94,40,6.91,scattered clouds
508,Ambon,ID,-3.6954,128.1814,78.8,89,40,3.44,scattered clouds
509,Talara,PE,-4.5772,-81.2719,89.6,45,0,12.66,clear sky
510,Boralday,KZ,43.3578,76.8594,15.8,86,20,4.47,mist
511,Banamba,ML,13.55,-7.45,87.53,11,0,7.4,clear sky
512,Bay Roberts,CA,47.5999,-53.2648,30.0,81,100,5.01,overcast clouds
513,Littleton,US,39.6133,-105.0166,48.99,29,21,7.0,few clouds
514,Martinez,US,38.0194,-122.1341,50.0,76,90,2.48,overcast clouds
515,Nemuro,JP,43.3236,145.575,21.49,92,100,16.11,overcast clouds
516,Alihe,CN,50.5667,123.7167,-22.52,81,56,0.76,light snow
517,Achim,DE,53.0112,9.033,25.0,100,20,5.7,few clouds
518,Odweyne,SO,9.4092,45.064,69.08,48,10,8.43,clear sky
519,Heihe,CN,50.2441,127.4902,-29.2,68,0,1.25,clear sky
520,Begamganj,IN,23.6,78.3333,54.46,36,0,4.18,clear sky
521,Anadyr,RU,64.75,177.4833,-5.8,59,13,20.13,snow
522,Port Blair,IN,11.6667,92.75,79.52,80,7,8.19,clear sky
523,Novyy Urgal,RU,51.0736,132.5642,-27.31,84,76,1.72,broken clouds
524,Pokhara,NP,28.2333,83.9833,47.98,50,0,3.58,clear sky
525,Galich,RU,58.3797,42.3475,20.59,96,96,8.81,snow
526,Odlabari,IN,26.8333,88.6167,55.83,48,2,3.53,clear sky
527,Samoded,RU,63.6083,40.5111,13.91,97,99,5.55,overcast clouds
528,Margate,GB,51.3813,1.3862,39.99,96,100,7.0,overcast clouds
529,Kasongo-Lunda,CD,-6.4667,16.8167,72.86,92,97,2.64,light rain
530,Varnamo,SE,57.186,14.04,23.0,94,69,4.47,broken clouds
531,Beitbridge,ZW,-22.2167,30.0,81.95,65,79,12.24,broken clouds
532,Nome,US,64.5011,-165.4064,-13.0,77,1,6.91,clear sky
533,Vikulovo,RU,56.8167,70.6107,13.15,95,100,11.92,overcast clouds
534,Inirida,CO,3.8653,-67.9239,93.02,42,93,3.47,overcast clouds
535,San Vicente,AR,-26.6167,-54.1333,70.39,97,98,7.2,overcast clouds
536,Mahibadhoo,MV,3.7833,72.9667,81.12,75,0,11.86,clear sky
537,Potsdam,DE,52.3989,13.0657,32.0,89,20,2.82,few clouds
538,Hirara,JP,24.8,125.2833,65.1,59,78,15.86,broken clouds
539,Belle Fourche,US,44.6714,-103.8522,30.99,80,40,9.22,scattered clouds
540,Turcianske Teplice,SK,48.8623,18.8605,27.0,86,100,4.0,overcast clouds
541,Beira,MZ,-19.8436,34.8389,82.4,83,40,11.5,scattered clouds
542,Muravlenko,RU,63.7898,74.523,-21.82,85,100,16.89,overcast clouds
543,Sinnamary,GF,5.3833,-52.95,79.99,86,92,14.99,light rain
544,San Ramon,US,37.7799,-121.978,50.0,81,90,2.71,overcast clouds
545,Usvyaty,RU,55.7456,30.7533,22.48,97,100,8.52,snow
546,Scranton,US,41.409,-75.6624,23.0,54,1,10.36,clear sky
547,Arman,RU,59.7,150.1667,-16.46,77,14,16.51,few clouds
548,Khor,RU,47.8861,134.9464,-20.47,86,63,7.72,broken clouds
549,Belem De Sao Francisco,BR,-8.7539,-38.9658,90.41,41,100,9.71,light rain
550,Little Current,CA,45.9793,-81.9248,19.99,67,15,6.91,few clouds
551,Pandamatenga,BW,-18.5278,25.627,71.4,86,12,2.98,light rain
552,Hokitika,NZ,-42.7167,170.9667,51.21,85,0,3.96,clear sky
553,Shitanjing,CN,39.2342,106.3439,24.67,73,0,17.43,clear sky
554,Fochville,ZA,-26.4886,27.4939,66.0,94,93,3.18,light rain
555,Zweibrucken,DE,49.25,7.3667,41.0,100,75,11.5,light intensity drizzle rain
556,Waingapu,ID,-9.6567,120.2641,77.9,85,100,15.5,light rain
557,Bereda,ES,43.2686,-7.5406,46.99,94,90,8.01,moderate rain
558,Kolda,SN,12.8833,-14.95,102.2,13,0,2.3,clear sky
559,Samarai,PG,-10.6167,150.6667,82.65,75,100,18.32,overcast clouds
560,Fortuna,US,40.5982,-124.1573,52.0,71,90,24.16,overcast clouds
561,Kempsey,AU,-31.0833,152.8333,70.0,93,25,1.99,scattered clouds
562,Rundu,NA,-17.9333,19.7667,73.31,81,86,2.51,light rain
563,Muroto,JP,33.2833,134.15,46.65,62,1,9.75,clear sky
564,Atasu,KZ,48.6814,71.6433,22.64,89,100,11.5,overcast clouds
565,Khudumelapye,BW,-23.8833,24.75,75.79,73,83,2.75,moderate rain
566,Atambua,ID,-9.1061,124.8925,74.41,95,100,10.38,light rain
567,Soyo,AO,-6.1349,12.3689,80.67,83,98,8.34,overcast clouds
568,Serpong,ID,-6.3169,106.6642,78.01,88,40,4.61,moderate rain
569,Dharchula,IN,29.85,80.5333,43.45,43,0,5.79,clear sky
570,Prado,BR,-17.3411,-39.2208,82.42,62,1,10.13,clear sky
571,Cap Malheureux,MU,-19.9842,57.6142,79.0,82,0,5.99,clear sky
572,Suraabad,AZ,40.8192,49.4687,42.8,87,90,9.22,overcast clouds
573,Villarrubia De Los Ojos,ES,39.2209,-3.608,52.0,75,84,8.99,broken clouds
574,Sakaiminato,JP,35.55,133.2333,46.4,57,75,9.22,broken clouds
575,Udachnyy,RU,66.4167,112.4,-35.37,77,25,9.22,scattered clouds
576,Boueni,YT,-12.9025,45.0761,80.6,83,0,6.91,clear sky
577,Paysandu,UY,-32.3214,-58.0756,73.42,82,100,15.55,moderate rain
578,Lazaro Cardenas,MX,17.9583,-102.2,85.15,52,10,7.02,clear sky
579,Hosakote,IN,14.2769,77.1699,72.41,54,64,10.98,broken clouds
580,Kashi,CN,39.4547,75.9797,24.8,58,0,6.71,clear sky
581,Astana,KZ,51.1801,71.446,10.4,85,0,6.71,clear sky
582,Hashtrud,IR,37.4779,47.0508,22.01,94,24,14.58,few clouds
583,Carauari,BR,-4.8828,-66.8958,90.79,57,25,3.06,scattered clouds
584,Banjar,ID,-8.19,114.9675,78.8,89,40,12.66,moderate rain
585,Chapais,CA,49.7834,-74.8492,-2.2,71,90,4.61,overcast clouds
586,Maroantsetra,MG,-15.4333,49.7333,77.54,84,93,3.74,light rain
587,Antalaha,MG,-14.9003,50.2788,78.53,80,49,1.68,scattered clouds
588,Varberg,SE,57.1056,12.2508,30.99,91,49,5.01,scattered clouds
589,Malibu,US,34.005,-118.8101,57.99,70,0,1.01,clear sky
590,Nabire,ID,-3.3667,135.4833,76.19,87,100,2.39,overcast clouds
591,Turbat,PK,26.0023,63.044,59.45,65,0,1.79,clear sky
592,Vanimo,PG,-2.6741,141.3028,77.83,84,100,6.62,light rain
593,Baoro,CF,5.6667,15.9667,79.36,24,59,3.96,broken clouds
594,Palana,RU,59.1167,159.9667,0.28,93,100,29.82,overcast clouds
595,Fallon,US,39.4735,-118.7774,33.8,80,40,5.1,scattered clouds
596,Varhaug,NO,58.6147,5.6457,30.0,100,75,6.91,broken clouds
597,Aklavik,CA,68.2191,-135.0107,-22.0,76,75,2.3,light snow
598,Young,UY,-32.6833,-57.6333,72.88,81,100,18.19,moderate rain
599,Sangar,RU,63.9242,127.4739,-50.01,76,77,1.32,broken clouds
600,Tateyama,JP,34.9833,139.8667,41.0,70,20,5.75,few clouds
601,Komsomolskiy,UZ,40.4272,71.7189,39.2,35,98,4.61,overcast clouds
602,Sorkjosen,NO,69.8,20.9333,21.74,89,100,7.07,overcast clouds
603,Garden City,US,42.3256,-83.331,28.99,63,75,10.36,broken clouds
604,Laramie,US,41.3114,-105.5911,35.01,55,90,19.57,overcast clouds
605,Macau,MO,22.2006,113.5461,62.6,72,0,9.22,clear sky
606,Asfi,MA,32.2994,-9.2372,61.41,81,41,9.26,scattered clouds
607,Port Hardy,CA,50.6996,-127.4199,41.0,93,90,4.61,light rain
608,Golden Gate,US,26.1879,-81.6951,75.99,46,20,10.36,few clouds
609,Pantayivka,UA,48.674,32.8841,38.32,96,100,14.27,overcast clouds
610,Gravdal,NO,68.1214,13.5031,26.53,88,1,5.97,clear sky
611,Agogo,GH,6.8,-1.0819,87.22,41,50,4.68,scattered clouds
612,Dingle,PH,10.9995,122.6711,71.58,90,99,10.49,overcast clouds
613,Hamilton,US,39.1834,-84.5333,35.01,51,90,9.22,overcast clouds
614,Hualmay,PE,-11.0964,-77.6139,76.24,63,76,11.41,broken clouds
615,Marawi,PH,7.9986,124.2928,65.93,91,100,2.24,overcast clouds
616,Arivonimamo,MG,-19.0167,47.1833,68.0,88,20,9.22,light rain
617,Mogocha,RU,53.7333,119.7667,-30.33,83,91,0.94,overcast clouds
618,Mansa,IN,29.9833,75.3833,49.24,42,0,3.56,clear sky
619,San Pedro,PH,14.35,121.0167,73.99,68,20,2.3,few clouds
620,Saraland,US,30.8207,-88.0706,64.0,68,83,3.0,broken clouds
621,Waddan,LY,29.1614,16.139,63.77,29,0,4.36,clear sky
622,Schwabmunchen,DE,48.1833,10.75,39.0,93,100,4.61,moderate rain
623,Xucheng,CN,20.35,110.1288,62.6,100,20,6.71,few clouds
624,Alice Springs,AU,-23.7,133.8833,86.0,30,51,13.8,broken clouds
625,Jega,NG,12.2175,4.3792,83.53,14,16,9.33,few clouds
626,Ihosy,MG,-22.4,46.1167,71.94,83,32,4.27,light rain
627,Lander,US,42.833,-108.7307,43.0,51,1,4.61,clear sky
628,Polunochnoye,RU,60.8697,60.4153,-11.94,91,100,4.23,overcast clouds
629,Grong,NO,64.4654,12.3149,13.1,94,59,2.44,broken clouds
630,Chumikan,RU,54.7183,135.315,-14.01,81,100,22.37,overcast clouds
631,Rakiv Lis,UA,51.6217,24.9243,24.87,98,100,6.89,light snow
632,Lorengau,PG,-2.0226,147.2712,82.08,80,100,11.74,overcast clouds
633,Micheweni,TZ,-4.9667,39.8333,80.46,78,91,12.88,overcast clouds
634,Ocampo,MX,21.65,-101.5,69.03,27,19,4.59,few clouds
635,Anshun,CN,26.25,105.9333,44.24,88,98,1.77,overcast clouds
636,Byron Bay,AU,-28.65,153.6167,71.6,94,90,1.41,overcast clouds
637,Piacabucu,BR,-10.4056,-36.4344,83.28,66,94,11.97,overcast clouds
638,Chongwe,ZM,-15.3292,28.682,75.2,73,40,9.22,moderate rain
639,Cheney,US,47.4874,-117.5758,33.01,86,90,8.05,overcast clouds
640,Sinjar,IQ,36.3209,41.8754,43.77,62,71,4.72,broken clouds
641,Monrovia,LR,6.3005,-10.7969,84.2,74,75,3.44,broken clouds
642,Floro,NO,61.5996,5.0328,32.0,100,90,5.75,light snow
643,Shellbrook,CA,53.2168,-106.4011,14.0,85,90,3.44,light snow
644,Grindavik,IS,63.8424,-22.4338,26.6,74,20,17.27,few clouds
645,Nam Som,TH,17.7704,102.1895,73.0,65,35,5.1,scattered clouds
646,Qrendi,MT,35.8347,14.4583,60.01,94,0,8.05,clear sky
647,Springbok,ZA,-29.6643,17.8865,68.7,47,0,6.62,clear sky
648,Fort-Shevchenko,KZ,44.5086,50.263,36.41,82,100,13.53,overcast clouds
649,Maceio,BR,-9.6658,-35.7353,84.2,70,75,8.05,light rain
650,Saint-Augustin,CA,51.226,-58.6502,30.63,93,35,14.16,scattered clouds
651,Tuy Hoa,VN,13.0833,109.3,70.32,88,64,6.67,broken clouds
652,Champerico,GT,14.3,-91.9167,86.0,58,20,9.22,few clouds
653,Sukhobezvodnoye,RU,57.0491,44.8891,20.68,97,53,9.8,broken clouds
654,Zhurivka,UA,50.5028,31.7849,26.6,93,90,2.24,light rain
655,Novo Aripuana,BR,-5.1206,-60.3797,81.81,91,69,4.18,broken clouds
656,Khasan,RU,42.4308,130.6434,6.89,85,0,11.83,clear sky
657,Rio Grande,BR,-32.035,-52.0986,84.2,74,75,11.5,broken clouds
658,Limbang,MY,4.75,115.0,80.6,83,75,3.44,broken clouds
659,Luganville,VU,-15.5333,167.1667,78.39,79,100,8.21,overcast clouds
660,Nishihara,JP,26.1842,127.7558,59.0,50,40,4.61,scattered clouds
661,San Ignacio,BZ,17.1561,-89.0714,75.2,78,0,4.61,clear sky
662,Key West,US,24.5557,-81.7826,73.4,60,40,10.36,scattered clouds
663,Porto Novo,BJ,6.4965,2.6036,86.0,79,40,11.5,scattered clouds
664,Telimele,GN,10.9167,-13.3333,94.6,12,0,2.01,clear sky
665,Astoria,US,46.1879,-123.8313,45.0,93,90,5.75,overcast clouds
666,Koumac,NC,-20.5667,164.2833,74.59,79,58,4.74,broken clouds
667,Tutoia,BR,-2.7619,-42.2744,89.6,62,20,21.85,few clouds
668,Togur,RU,58.3631,82.8265,-28.77,83,67,5.06,broken clouds
669,Salto,UY,-31.3833,-57.9667,77.0,94,90,16.11,moderate rain
670,Adrar,MR,20.5022,-10.0711,78.58,15,33,8.55,scattered clouds
671,Upington,ZA,-28.4478,21.2561,89.6,12,20,8.05,few clouds
672,Luzhou,CN,28.8724,105.4405,54.03,63,100,2.77,overcast clouds
673,Conceicao Do Coite,BR,-11.5639,-39.2828,87.66,42,81,13.4,broken clouds
674,Conceicao Do Araguaia,BR,-8.2578,-49.2647,84.56,71,100,7.11,overcast clouds
675,Viedma,AR,-40.8135,-62.9967,75.99,35,50,14.29,scattered clouds
676,Oranjemund,NA,-28.55,16.4333,64.04,83,0,18.05,clear sky
677,Kraslava,LV,55.8951,27.168,25.83,97,100,9.57,overcast clouds
678,Shuangyang,CN,43.5242,125.6736,-9.4,70,11,6.71,mist
679,Port Moresby,PG,-9.4431,147.1797,75.2,94,75,13.8,heavy intensity rain
680,Vallenar,CL,-28.5708,-70.7581,90.27,18,0,12.95,clear sky
681,Alta,NO,69.9689,23.2717,12.2,85,75,8.77,light snow
682,Brawley,US,32.9787,-115.5303,54.0,71,1,5.75,clear sky
683,Guerrero Negro,MX,27.9769,-114.0611,62.78,49,0,12.84,clear sky
684,San Quintin,MX,30.4833,-115.95,59.25,52,3,1.23,clear sky
685,Slavutych,UA,51.5196,30.7343,25.97,98,100,4.59,light snow
686,Catalina,US,32.5056,-110.9211,54.0,49,0,1.01,clear sky
687,Pisco,PE,-13.7,-76.2167,75.99,78,0,11.5,clear sky
688,Kawalu,ID,-7.3817,108.2082,71.83,89,100,3.31,overcast clouds
689,Harper,LR,4.375,-7.7169,80.56,82,62,7.27,moderate rain
690,Jackson,US,42.4165,-122.8345,44.01,81,40,4.61,scattered clouds
691,Tucumcari,US,35.1717,-103.725,51.8,28,1,28.77,clear sky
